Status	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
10_EnhA2	0.021978021978022	0.015984015984016	0.228771228771229	0.11988011988012	0.477522477522478	0.014985014985015	0.004995004995005	0.368631368631369	0.013986013986014	0.158841158841159	0.352647352647353	0.164835164835165	0.362637362637363	0.203796203796204	0.477522477522478	0.011988011988012	0.22977022977023	0.045954045954046	0.460539460539461	0.314685314685315	0.0649350649350649	0.150849150849151	0.35964035964036	0.105894105894106	0.400599400599401	0.127872127872128	0.282717282717283	0.572427572427572	0.12987012987013	0.130869130869131	0.023976023976024	0.332667332667333	0.352647352647353	0.013986013986014	0.427572427572428	0.515484515484515	0.382617382617383	0.14985014985015	0.509490509490509	0.012987012987013	0.105894105894106	0.020979020979021	0.484515484515485	0.252747252747253	0.145854145854146	0.103896103896104	0.0999000999000999	0.157842157842158	0.0729270729270729	0.0589410589410589	0.100899100899101	0.204795204795205	0.018981018981019	0.346653346653347	0.283716283716284	0.210789210789211	0.232767232767233	0.266733266733267	0.0789210789210789	0.15984015984016	0.457542457542458	0.161838161838162	0.492507492507492	0.223776223776224	0.282717282717283	0.040959040959041	0.471528471528472	0.123876123876124	0.18981018981019	0.012987012987013	0.034965034965035	0.262737262737263	0.026973026973027	0.015984015984016	0.010989010989011	0.162837162837163	0.025974025974026	0.028971028971029	0.003996003996004	0.021978021978022	0.105894105894106	0.158841158841159	0.010989010989011	0.041958041958042	0.0709290709290709	0.035964035964036	0.665334665334665	0.0949050949050949	0.002997002997003	0.024975024975025	0.0979020979020979	0.382617382617383	0.0919080919080919	0.00899100899100899	0.0689310689310689	0.0769230769230769	0.0979020979020979	0.0589410589410589
11_EnhWk	0.00599400599400599	0.000999000999000999	0.140859140859141	0.003996003996004	0.000999000999000999	0.000999000999000999	0.026973026973027	0.000999000999000999	0.001998001998002	0.00699300699300699	0.01998001998002	0.012987012987013	0.482517482517482	0.00699300699300699	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.014985014985015	0.135864135864136	0.037962037962038	0.013986013986014	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.010989010989011	0.000999000999000999	0.00999000999000999	0.000999000999000999	0.023976023976024	0.000999000999000999	0.000999000999000999	0.022977022977023	0.001998001998002	0.20979020979021	0.148851148851149	0.011988011988012	0.000999000999000999	0.003996003996004	0.00899100899100899	0.000999000999000999	0.004995004995005	0.001998001998002	0.000999000999000999	0.415584415584416	0.00699300699300699	0.002997002997003	0.002997002997003	0.003996003996004	0.00699300699300699	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.272727272727273	0.003996003996004	0.044955044955045	0.000999000999000999	0.105894105894106	0.185814185814186	0.022977022977023	0.001998001998002	0.003996003996004	0.000999000999000999	0.002997002997003	0.036963036963037	0.000999000999000999	0.014985014985015	0.001998001998002	0.014985014985015	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.453546453546454	0.014985014985015	0.003996003996004	0.002997002997003	0.00799200799200799	0.020979020979021	0.000999000999000999	0.001998001998002	0.015984015984016	0.034965034965035	0.013986013986014	0.013986013986014	0.021978021978022	0.001998001998002	0.00599400599400599	0.033966033966034	0.001998001998002	0.0549450549450549	0.00999000999000999	0.022977022977023	0.034965034965035
12_ZNF/Rpts	0.020979020979021	0.021978021978022	0.002997002997003	0.030969030969031	0.002997002997003	0.002997002997003	0.004995004995005	0.117882117882118	0.013986013986014	0.00899100899100899	0.022977022977023	0.023976023976024	0.020979020979021	0.003996003996004	0.001998001998002	0.015984015984016	0.034965034965035	0.0859140859140859	0.017982017982018	0.0959040959040959	0.240759240759241	0.196803196803197	0.224775224775225	0.217782217782218	0.0999000999000999	0.198801198801199	0.363636363636364	0.036963036963037	0.0749250749250749	0.20979020979021	0.011988011988012	0.253746253746254	0.237762237762238	0.01998001998002	0.026973026973027	0.017982017982018	0.024975024975025	0.046953046953047	0.046953046953047	0.164835164835165	0.0579420579420579	0.004995004995005	0.000999000999000999	0.000999000999000999	0.104895104895105	0.043956043956044	0.0579420579420579	0.014985014985015	0.194805194805195	0.0649350649350649	0.03996003996004	0.442557442557443	0.154845154845155	0.050949050949051	0.003996003996004	0.041958041958042	0.030969030969031	0.00599400599400599	0.000999000999000999	0.117882117882118	0.023976023976024	0.031968031968032	0.035964035964036	0.0729270729270729	0.00699300699300699	0.045954045954046	0.00899100899100899	0.0769230769230769	0.00699300699300699	0.460539460539461	0.015984015984016	0.344655344655345	0.126873126873127	0.194805194805195	0.011988011988012	0.0959040959040959	0.00699300699300699	0.15984015984016	0.143856143856144	0.042957042957043	0.0949050949050949	0.013986013986014	0.163836163836164	0.00699300699300699	0.131868131868132	0.294705294705295	0.0549450549450549	0.262737262737263	0.0979020979020979	0.17982017982018	0.422577422577423	0.147852147852148	0.04995004995005	0.0719280719280719	0.40959040959041	0.245754245754246	0.172827172827173	0.275724275724276
13_Het	0.02997002997003	0.000999000999000999	0.000999000999000999	0.108891108891109	0.000999000999000999	0.004995004995005	0.000999000999000999	0.126873126873127	0.00899100899100899	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.438561438561439	0.000999000999000999	0.000999000999000999	0.014985014985015	0.012987012987013	0.500499500499501	0.004995004995005	0.001998001998002	0.042957042957043	0.0619380619380619	0.534465534465534	0.0599400599400599	0.0709290709290709	0.00699300699300699	0.002997002997003	0.004995004995005	0.0539460539460539	0.204795204795205	0.138861138861139	0.0689310689310689	0.322677322677323	0.444555444555445	0.00599400599400599	0.338661338661339	0.545454545454545	0.0899100899100899	0.253746253746254	0.13986013986014	0.042957042957043	0.106893106893107	0.026973026973027	0.0729270729270729	0.02997002997003	0.011988011988012	0.112887112887113	0.163836163836164	0.0829170829170829	0.040959040959041	0.016983016983017	0.180819180819181	0.206793206793207	0.015984015984016	0.00699300699300699	0.00999000999000999	0.141858141858142	0.0759240759240759	0.001998001998002	0.000999000999000999	0.013986013986014	0.000999000999000999	0.001998001998002	0.025974025974026	0.001998001998002	0.042957042957043	0.032967032967033	0.0969030969030969	0.00599400599400599	0.148851148851149	0.01998001998002	0.3996003996004	0.443556443556444	0.187812187812188	0.001998001998002	0.002997002997003	0.0639360639360639	0.425574425574426	0.0579420579420579	0.015984015984016	0.272727272727273	0.247752247752248	0.014985014985015	0.017982017982018	0.203796203796204	0.353646353646354	0.010989010989011	0.233766233766234	0.578421578421578	0.177822177822178	0.154845154845155	0.010989010989011	0.187812187812188	0.366633366633367	0.483516483516484	0.161838161838162	0.290709290709291	0.314685314685315
14_TssBiv	0.145854145854146	0.175824175824176	0.198801198801199	0.320679320679321	0.278721278721279	0.115884115884116	0.416583416583417	0.101898101898102	0.545454545454545	0.408591408591409	0.475524475524476	0.138861138861139	0.276723276723277	0.150849150849151	0.018981018981019	0.208791208791209	0.375624375624376	0.422577422577423	0.291708291708292	0.306693306693307	0.147852147852148	0.58041958041958	0.649350649350649	0.482517482517482	0.558441558441558	0.254745254745255	0.368631368631369	0.284715284715285	0.135864135864136	0.233766233766234	0.414585414585415	0.441558441558442	0.470529470529471	0.311688311688312	0.166833166833167	0.0869130869130869	0.032967032967033	0.447552447552448	0.107892107892108	0.275724275724276	0.144855144855145	0.210789210789211	0.765234765234765	0.725274725274725	0.396603396603397	0.387612387612388	0.23976023976024	0.250749250749251	0.298701298701299	0.567432567432567	0.436563436563437	0.123876123876124	0.278721278721279	0.316683316683317	0.431568431568432	0.49050949050949	0.561438561438561	0.392607392607393	0.598401598401598	0.0759240759240759	0.35964035964036	0.609390609390609	0.45954045954046	0.124875124875125	0.729270729270729	0.423576423576424	0.72027972027972	0.618381618381618	0.891108891108891	0.397602397602398	0.277722277722278	0.164835164835165	0.256743256743257	0.15984015984016	0.84015984015984	0.446553446553447	0.562437562437562	0.343656343656344	0.561438561438561	0.0989010989010989	0.0889110889110889	0.65034965034965	0.367632367632368	0.585414585414585	0.405594405594406	0.768231768231768	0.193806193806194	0.645354645354645	0.365634365634366	0.471528471528472	0.300699300699301	0.667332667332667	0.136863136863137	0.210789210789211	0.431568431568432	0.204795204795205	0.376623376623377	0.266733266733267
15_EnhBiv	0.16983016983017	0.525474525474525	0.375624375624376	0.106893106893107	0.376623376623377	0.408591408591409	0.120879120879121	0.0699300699300699	0.455544455544456	0.166833166833167	0.448551448551449	0.197802197802198	0.256743256743257	0.0849150849150849	0.174825174825175	0.265734265734266	0.273726273726274	0.534465534465534	0.326673326673327	0.0979020979020979	0.185814185814186	0.510489510489511	0.25974025974026	0.150849150849151	0.27972027972028	0.231768231768232	0.285714285714286	0.340659340659341	0.266733266733267	0.374625374625375	0.418581418581419	0.342657342657343	0.430569430569431	0.260739260739261	0.230769230769231	0.554445554445554	0.0529470529470529	0.0839160839160839	0.00999000999000999	0.118881118881119	0.128871128871129	0.261738261738262	0.846153846153846	0.355644355644356	0.556443556443556	0.729270729270729	0.304695304695305	0.462537462537463	0.41958041958042	0.372627372627373	0.420579420579421	0.502497502497502	0.381618381618382	0.202797202797203	0.265734265734266	0.033966033966034	0.0999000999000999	0.0989010989010989	0.887112887112887	0.247752247752248	0.0719280719280719	0.013986013986014	0.0929070929070929	0.213786213786214	0.882117882117882	0.258741258741259	0.371628371628372	0.545454545454545	0.92007992007992	0.123876123876124	0.75024975024975	0.438561438561439	0.227772227772228	0.631368631368631	0.894105894105894	0.395604395604396	0.12987012987013	0.492507492507492	0.427572427572428	0.337662337662338	0.422577422577423	0.346653346653347	0.568431568431568	0.3996003996004	0.348651348651349	0.792207792207792	0.211788211788212	0.276723276723277	0.601398601398601	0.366633366633367	0.175824175824176	0.283716283716284	0.38961038961039	0.207792207792208	0.584415584415584	0.242757242757243	0.43956043956044	0.543456543456543
16_ReprPC	0.405594405594406	0.503496503496504	0.521478521478521	0.034965034965035	0.325674325674326	0.513486513486514	0.517482517482518	0.422577422577423	0.371628371628372	0.178821178821179	0.122877122877123	0.481518481518482	0.13986013986014	0.356643356643357	0.443556443556444	0.213786213786214	0.591408591408591	0.00899100899100899	0.367632367632368	0.042957042957043	0.0679320679320679	0.435564435564436	0.188811188811189	0.294705294705295	0.213786213786214	0.0909090909090909	0.0719280719280719	0.042957042957043	0.103896103896104	0.0709290709290709	0.0739260739260739	0.103896103896104	0.127872127872128	0.026973026973027	0.383616383616384	0.176823176823177	0.028971028971029	0.345654345654346	0.003996003996004	0.00599400599400599	0.22977022977023	0.00799200799200799	0.323676323676324	0.040959040959041	0.333666333666334	0.225774225774226	0.132867132867133	0.13986013986014	0.216783216783217	0.554445554445554	0.38961038961039	0.447552447552448	0.390609390609391	0.0579420579420579	0.166833166833167	0.285714285714286	0.472527472527473	0.407592407592408	0.327672327672328	0.001998001998002	0.002997002997003	0.171828171828172	0.212787212787213	0.211788211788212	0.891108891108891	0.036963036963037	0.264735264735265	0.122877122877123	0.923076923076923	0.134865134865135	0.432567432567433	0.0889110889110889	0.635364635364635	0.588411588411588	0.455544455544456	0.123876123876124	0.131868131868132	0.001998001998002	0.0619380619380619	0.025974025974026	0.21978021978022	0.500499500499501	0.00799200799200799	0.0889110889110889	0.227772227772228	0.001998001998002	0.001998001998002	0.176823176823177	0.034965034965035	0.002997002997003	0.0649350649350649	0.168831168831169	0.208791208791209	0.038961038961039	0.000999000999000999	0.463536463536464	0.015984015984016	0.041958041958042
17_ReprPCWk	0.105894105894106	0.406593406593407	0.393606393606394	0.559440559440559	0.295704295704296	0.466533466533467	0.312687312687313	0.020979020979021	0.217782217782218	0.181818181818182	0.474525474525474	0.28971028971029	0.033966033966034	0.348651348651349	0.246753246753247	0.398601398601399	0.270729270729271	0.380619380619381	0.546453546453546	0.17982017982018	0.015984015984016	0.495504495504495	0.140859140859141	0.283716283716284	0.286713286713287	0.100899100899101	0.261738261738262	0.181818181818182	0.154845154845155	0.385614385614386	0.215784215784216	0.362637362637363	0.40959040959041	0.344655344655345	0.223776223776224	0.0799200799200799	0.034965034965035	0.0749250749250749	0.2997002997003	0.412587412587413	0.474525474525474	0.2997002997003	0.390609390609391	0.0679320679320679	0.223776223776224	0.210789210789211	0.520479520479521	0.400599400599401	0.307692307692308	0.292707292707293	0.465534465534466	0.03996003996004	0.116883116883117	0.130869130869131	0.322677322677323	0.0979020979020979	0.046953046953047	0.0609390609390609	0.044955044955045	0.421578421578422	0.151848151848152	0.506493506493506	0.236763236763237	0.196803196803197	0.525474525474525	0.0929070929070929	0.448551448551449	0.357642357642358	0.463536463536464	0.301698301698302	0.251748251748252	0.180819180819181	0.403596403596404	0.396603396603397	0.34965034965035	0.04995004995005	0.49050949050949	0.392607392607393	0.396603396603397	0.475524475524476	0.573426573426573	0.104895104895105	0.0799200799200799	0.004995004995005	0.003996003996004	0.22977022977023	0.105894105894106	0.038961038961039	0.0709290709290709	0.112887112887113	0.318681318681319	0.0619380619380619	0.551448551448551	0.544455544455544	0.308691308691309	0.0799200799200799	0.314685314685315	0.04995004995005
18_Quies	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999
1_TssA	0.572427572427572	0.47952047952048	0.191808191808192	0.342657342657343	0.526473526473527	0.30969030969031	0.16983016983017	0.40959040959041	0.274725274725275	0.382617382617383	0.547452547452547	0.346653346653347	0.16983016983017	0.476523476523477	0.318681318681319	0.407592407592408	0.524475524475524	0.491508491508492	0.6003996003996	0.380619380619381	0.296703296703297	0.343656343656344	0.251748251748252	0.456543456543457	0.322677322677323	0.382617382617383	0.43956043956044	0.394605394605395	0.383616383616384	0.147852147852148	0.28971028971029	0.32967032967033	0.244755244755245	0.321678321678322	0.448551448551449	0.115884115884116	0.473526473526474	0.270729270729271	0.595404595404595	0.311688311688312	0.140859140859141	0.605394605394605	0.394605394605395	0.553446553446553	0.364635364635365	0.206793206793207	0.314685314685315	0.428571428571429	0.460539460539461	0.347652347652348	0.437562437562438	0.124875124875125	0.335664335664336	0.287712287712288	0.53946053946054	0.510489510489511	0.382617382617383	0.413586413586414	0.367632367632368	0.385614385614386	0.462537462537463	0.391608391608392	0.500499500499501	0.597402597402597	0.500499500499501	0.43956043956044	0.345654345654346	0.211788211788212	0.594405594405594	0.0719280719280719	0.555444555444555	0.21978021978022	0.337662337662338	0.341658341658342	0.375624375624376	0.352647352647353	0.602397602397602	0.374625374625375	0.501498501498502	0.273726273726274	0.398601398601399	0.608391608391608	0.381618381618382	0.341658341658342	0.465534465534466	0.569430569430569	0.234765234765235	0.561438561438561	0.410589410589411	0.380619380619381	0.46953046953047	0.298701298701299	0.396603396603397	0.353646353646354	0.497502497502497	0.271728271728272	0.382617382617383	0.466533466533467
