Status	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
10_EnhA2	0.00699300699300699	0.011988011988012	0.154845154845155	0.245754245754246	0.020979020979021	0.003996003996004	0.001998001998002	0.016983016983017	0.000999000999000999	0.004995004995005	0.241758241758242	0.0699300699300699	0.188811188811189	0.115884115884116	0.360639360639361	0.000999000999000999	0.026973026973027	0.001998001998002	0.258741258741259	0.0729270729270729	0.00599400599400599	0.010989010989011	0.245754245754246	0.018981018981019	0.0689310689310689	0.003996003996004	0.0529470529470529	0.241758241758242	0.00599400599400599	0.001998001998002	0.000999000999000999	0.0629370629370629	0.10989010989011	0.000999000999000999	0.223776223776224	0.021978021978022	0.205794205794206	0.00699300699300699	0.0809190809190809	0.002997002997003	0.001998001998002	0.004995004995005	0.037962037962038	0.105894105894106	0.001998001998002	0.002997002997003	0.001998001998002	0.001998001998002	0.000999000999000999	0.000999000999000999	0.001998001998002	0.01998001998002	0.00599400599400599	0.0979020979020979	0.00899100899100899	0.012987012987013	0.033966033966034	0.038961038961039	0.017982017982018	0.153846153846154	0.156843156843157	0.002997002997003	0.023976023976024	0.021978021978022	0.003996003996004	0.010989010989011	0.02997002997003	0.000999000999000999	0.031968031968032	0.00799200799200799	0.000999000999000999	0.038961038961039	0.002997002997003	0.000999000999000999	0.012987012987013	0.148851148851149	0.001998001998002	0.033966033966034	0.000999000999000999	0.00899100899100899	0.002997002997003	0.000999000999000999	0.000999000999000999	0.00699300699300699	0.00699300699300699	0.000999000999000999	0.378621378621379	0.00799200799200799	0.000999000999000999	0.000999000999000999	0.025974025974026	0.135864135864136	0.107892107892108	0.000999000999000999	0.00799200799200799	0.000999000999000999	0.018981018981019	0.0539460539460539
11_EnhWk	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.000999000999000999	0.028971028971029	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.000999000999000999	0.00699300699300699	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.002997002997003	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.003996003996004	0.024975024975025	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.00899100899100899	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999
12_ZNF/Rpts	0.002997002997003	0.000999000999000999	0.000999000999000999	0.002997002997003	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.002997002997003	0.000999000999000999	0.000999000999000999	0.003996003996004	0.004995004995005	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.012987012987013	0.000999000999000999	0.001998001998002	0.031968031968032	0.01998001998002	0.0559440559440559	0.037962037962038	0.021978021978022	0.046953046953047	0.0539460539460539	0.00599400599400599	0.02997002997003	0.028971028971029	0.002997002997003	0.044955044955045	0.032967032967033	0.000999000999000999	0.001998001998002	0.010989010989011	0.012987012987013	0.033966033966034	0.002997002997003	0.000999000999000999	0.00999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.013986013986014	0.000999000999000999	0.002997002997003	0.000999000999000999	0.024975024975025	0.004995004995005	0.000999000999000999	0.0779220779220779	0.041958041958042	0.000999000999000999	0.000999000999000999	0.002997002997003	0.002997002997003	0.000999000999000999	0.000999000999000999	0.001998001998002	0.001998001998002	0.002997002997003	0.000999000999000999	0.003996003996004	0.000999000999000999	0.001998001998002	0.000999000999000999	0.038961038961039	0.000999000999000999	0.207792207792208	0.002997002997003	0.0839160839160839	0.035964035964036	0.022977022977023	0.000999000999000999	0.014985014985015	0.000999000999000999	0.0619380619380619	0.004995004995005	0.000999000999000999	0.00599400599400599	0.000999000999000999	0.101898101898102	0.000999000999000999	0.000999000999000999	0.0569430569430569	0.02997002997003	0.0909090909090909	0.000999000999000999	0.022977022977023	0.047952047952048	0.00799200799200799	0.036963036963037	0.011988011988012	0.033966033966034	0.017982017982018	0.012987012987013	0.033966033966034
13_Het	0.000999000999000999	0.000999000999000999	0.00599400599400599	0.25974025974026	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.015984015984016	0.001998001998002	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.188811188811189	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.244755244755245	0.001998001998002	0.001998001998002	0.023976023976024	0.004995004995005	0.157842157842158	0.000999000999000999	0.027972027972028	0.000999000999000999	0.003996003996004	0.000999000999000999	0.0969030969030969	0.172827172827173	0.124875124875125	0.001998001998002	0.042957042957043	0.20979020979021	0.002997002997003	0.297702297702298	0.195804195804196	0.313686313686314	0.125874125874126	0.168831168831169	0.028971028971029	0.00699300699300699	0.020979020979021	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.00999000999000999	0.003996003996004	0.000999000999000999	0.328671328671329	0.015984015984016	0.000999000999000999	0.00999000999000999	0.000999000999000999	0.002997002997003	0.016983016983017	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.00599400599400599	0.003996003996004	0.003996003996004	0.000999000999000999	0.003996003996004	0.00699300699300699	0.107892107892108	0.000999000999000999	0.012987012987013	0.010989010989011	0.267732267732268	0.370629370629371	0.263736263736264	0.001998001998002	0.000999000999000999	0.0839160839160839	0.344655344655345	0.01998001998002	0.015984015984016	0.324675324675325	0.0749250749250749	0.020979020979021	0.000999000999000999	0.437562437562438	0.522477522477522	0.002997002997003	0.358641358641359	0.330669330669331	0.131868131868132	0.186813186813187	0.034965034965035	0.287712287712288	0.506493506493506	0.346653346653347	0.208791208791209	0.416583416583417	0.506493506493506
14_TssBiv	0.00799200799200799	0.016983016983017	0.012987012987013	0.045954045954046	0.0619380619380619	0.017982017982018	0.032967032967033	0.001998001998002	0.123876123876124	0.010989010989011	0.024975024975025	0.001998001998002	0.023976023976024	0.003996003996004	0.000999000999000999	0.011988011988012	0.042957042957043	0.0989010989010989	0.050949050949051	0.0759240759240759	0.010989010989011	0.310689310689311	0.342657342657343	0.136863136863137	0.265734265734266	0.042957042957043	0.0829170829170829	0.037962037962038	0.013986013986014	0.041958041958042	0.116883116883117	0.143856143856144	0.168831168831169	0.033966033966034	0.010989010989011	0.000999000999000999	0.000999000999000999	0.107892107892108	0.010989010989011	0.0879120879120879	0.013986013986014	0.021978021978022	0.436563436563437	0.401598401598402	0.108891108891109	0.0749250749250749	0.0599400599400599	0.015984015984016	0.041958041958042	0.128871128871129	0.104895104895105	0.010989010989011	0.047952047952048	0.020979020979021	0.10989010989011	0.124875124875125	0.0569430569430569	0.035964035964036	0.267732267732268	0.000999000999000999	0.01998001998002	0.152847152847153	0.024975024975025	0.00699300699300699	0.453546453546454	0.114885114885115	0.440559440559441	0.383616383616384	0.67032967032967	0.173826173826174	0.028971028971029	0.023976023976024	0.041958041958042	0.021978021978022	0.612387612387612	0.138861138861139	0.243756243756244	0.038961038961039	0.24975024975025	0.003996003996004	0.004995004995005	0.368631368631369	0.0729270729270729	0.270729270729271	0.111888111888112	0.564435564435564	0.011988011988012	0.24975024975025	0.0629370629370629	0.171828171828172	0.0539460539460539	0.350649350649351	0.004995004995005	0.025974025974026	0.120879120879121	0.044955044955045	0.0669330669330669	0.027972027972028
15_EnhBiv	0.001998001998002	0.202797202797203	0.104895104895105	0.004995004995005	0.0869130869130869	0.23976023976024	0.030969030969031	0.001998001998002	0.270729270729271	0.011988011988012	0.00699300699300699	0.010989010989011	0.035964035964036	0.000999000999000999	0.00999000999000999	0.03996003996004	0.021978021978022	0.150849150849151	0.002997002997003	0.002997002997003	0.000999000999000999	0.14985014985015	0.0549450549450549	0.016983016983017	0.033966033966034	0.010989010989011	0.025974025974026	0.03996003996004	0.022977022977023	0.0779220779220779	0.015984015984016	0.048951048951049	0.108891108891109	0.016983016983017	0.00699300699300699	0.037962037962038	0.000999000999000999	0.003996003996004	0.000999000999000999	0.001998001998002	0.013986013986014	0.00899100899100899	0.652347652347652	0.050949050949051	0.177822177822178	0.343656343656344	0.032967032967033	0.0659340659340659	0.0889110889110889	0.0709290709290709	0.0999000999000999	0.183816183816184	0.0839160839160839	0.012987012987013	0.168831168831169	0.000999000999000999	0.003996003996004	0.010989010989011	0.753246753246753	0.000999000999000999	0.000999000999000999	0.016983016983017	0.001998001998002	0.004995004995005	0.773226773226773	0.026973026973027	0.0879120879120879	0.234765234765235	0.816183816183816	0.02997002997003	0.390609390609391	0.162837162837163	0.147852147852148	0.351648351648352	0.765234765234765	0.0979020979020979	0.016983016983017	0.0609390609390609	0.110889110889111	0.00999000999000999	0.0549450549450549	0.0909090909090909	0.41958041958042	0.256743256743257	0.185814185814186	0.556443556443556	0.000999000999000999	0.161838161838162	0.414585414585415	0.0709290709290709	0.0609390609390609	0.12987012987013	0.028971028971029	0.016983016983017	0.226773226773227	0.014985014985015	0.10989010989011	0.170829170829171
16_ReprPC	0.0629370629370629	0.0869130869130869	0.0579420579420579	0.001998001998002	0.276723276723277	0.285714285714286	0.01998001998002	0.003996003996004	0.120879120879121	0.023976023976024	0.033966033966034	0.045954045954046	0.027972027972028	0.03996003996004	0.032967032967033	0.0649350649350649	0.290709290709291	0.000999000999000999	0.0829170829170829	0.000999000999000999	0.000999000999000999	0.118881118881119	0.032967032967033	0.023976023976024	0.002997002997003	0.00799200799200799	0.00699300699300699	0.000999000999000999	0.000999000999000999	0.011988011988012	0.004995004995005	0.00599400599400599	0.042957042957043	0.011988011988012	0.0779220779220779	0.308691308691309	0.027972027972028	0.021978021978022	0.000999000999000999	0.000999000999000999	0.002997002997003	0.000999000999000999	0.0639360639360639	0.000999000999000999	0.116883116883117	0.0539460539460539	0.003996003996004	0.00899100899100899	0.0719280719280719	0.120879120879121	0.0559440559440559	0.0699300699300699	0.0909090909090909	0.013986013986014	0.161838161838162	0.0529470529470529	0.031968031968032	0.020979020979021	0.0839160839160839	0.000999000999000999	0.000999000999000999	0.00799200799200799	0.001998001998002	0.004995004995005	0.761238761238761	0.002997002997003	0.030969030969031	0.00699300699300699	0.814185814185814	0.003996003996004	0.048951048951049	0.021978021978022	0.0889110889110889	0.116883116883117	0.303696303696304	0.00699300699300699	0.012987012987013	0.002997002997003	0.000999000999000999	0.000999000999000999	0.001998001998002	0.1998001998002	0.023976023976024	0.00999000999000999	0.023976023976024	0.004995004995005	0.000999000999000999	0.013986013986014	0.003996003996004	0.03996003996004	0.000999000999000999	0.148851148851149	0.0579420579420579	0.001998001998002	0.000999000999000999	0.00699300699300699	0.000999000999000999	0.001998001998002
17_ReprPCWk	0.003996003996004	0.231768231768232	0.201798201798202	0.00999000999000999	0.0559440559440559	0.103896103896104	0.432567432567433	0.013986013986014	0.454545454545455	0.492507492507492	0.260739260739261	0.044955044955045	0.001998001998002	0.038961038961039	0.126873126873127	0.0979020979020979	0.230769230769231	0.510489510489511	0.252747252747253	0.204795204795205	0.050949050949051	0.515484515484515	0.186813186813187	0.323676323676324	0.365634365634366	0.204795204795205	0.516483516483517	0.252747252747253	0.378621378621379	0.101898101898102	0.368631368631369	0.356643356643357	0.0669330669330669	0.351648351648352	0.02997002997003	0.036963036963037	0.0759240759240759	0.044955044955045	0.572427572427572	0.020979020979021	0.347652347652348	0.382617382617383	0.254745254745255	0.051948051948052	0.248751248751249	0.257742257742258	0.524475524475524	0.430569430569431	0.480519480519481	0.108891108891109	0.300699300699301	0.051948051948052	0.0759240759240759	0.375624375624376	0.53946053946054	0.016983016983017	0.0949050949050949	0.110889110889111	0.11988011988012	0.280719280719281	0.458541458541459	0.310689310689311	0.382617382617383	0.175824175824176	0.0629370629370629	0.0689310689310689	0.210789210789211	0.146853146853147	0.270729270729271	0.310689310689311	0.298701298701299	0.303696303696304	0.333666333666334	0.293706293706294	0.167832167832168	0.0979020979020979	0.266733266733267	0.298701298701299	0.274725274725275	0.486513486513487	0.457542457542458	0.031968031968032	0.012987012987013	0.022977022977023	0.002997002997003	0.016983016983017	0.0729270729270729	0.047952047952048	0.001998001998002	0.027972027972028	0.171828171828172	0.194805194805195	0.552447552447552	0.446553446553447	0.218781218781219	0.047952047952048	0.263736263736264	0.00799200799200799
18_Quies	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999
1_TssA	0.016983016983017	0.00999000999000999	0.100899100899101	0.0679320679320679	0.040959040959041	0.010989010989011	0.146853146853147	0.0639360639360639	0.0589410589410589	0.020979020979021	0.033966033966034	0.040959040959041	0.042957042957043	0.017982017982018	0.00799200799200799	0.0719280719280719	0.016983016983017	0.00699300699300699	0.041958041958042	0.012987012987013	0.00599400599400599	0.004995004995005	0.004995004995005	0.010989010989011	0.004995004995005	0.00899100899100899	0.004995004995005	0.022977022977023	0.00599400599400599	0.001998001998002	0.003996003996004	0.00899100899100899	0.002997002997003	0.016983016983017	0.037962037962038	0.105894105894106	0.002997002997003	0.017982017982018	0.003996003996004	0.024975024975025	0.00699300699300699	0.015984015984016	0.00899100899100899	0.010989010989011	0.002997002997003	0.000999000999000999	0.001998001998002	0.000999000999000999	0.004995004995005	0.000999000999000999	0.002997002997003	0.000999000999000999	0.002997002997003	0.000999000999000999	0.00699300699300699	0.012987012987013	0.001998001998002	0.003996003996004	0.003996003996004	0.004995004995005	0.01998001998002	0.004995004995005	0.002997002997003	0.026973026973027	0.004995004995005	0.003996003996004	0.015984015984016	0.000999000999000999	0.016983016983017	0.002997002997003	0.004995004995005	0.000999000999000999	0.000999000999000999	0.001998001998002	0.001998001998002	0.000999000999000999	0.00799200799200799	0.002997002997003	0.003996003996004	0.000999000999000999	0.001998001998002	0.031968031968032	0.010989010989011	0.0649350649350649	0.001998001998002	0.011988011988012	0.047952047952048	0.020979020979021	0.00999000999000999	0.020979020979021	0.01998001998002	0.035964035964036	0.037962037962038	0.010989010989011	0.001998001998002	0.032967032967033	0.003996003996004	0.003996003996004
